Year,School,School_Consistant,Type,LearningCommunity,lon,lat,AMINMale,AMINFemale,AMIN_Pop,AMIN_Prcnt,AMINPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2019,Hidden Valley Elementary,HIDDEN VALLEY ELEMENTARY,Elementary,Northeast,-80.78429,35.268165,2,0,2,0.229,0.002,6,3,9,1.031,0.01,240,233,473,54.181,0.542,194,177,371,42.497,0.425,4,1,5,0.573,0.006,0,2,2,0.229,0.002,3,8,11,1.26,0.013,873,0,1,1
2020,Hidden Valley Elementary,HIDDEN VALLEY ELEMENTARY,Elementary,Northeast,-80.78429,35.268165,0,0,0,0,0,5,5,10,1.176,0.012,270,254,524,61.647,0.616,167,127,294,34.588,0.346,4,2,6,0.706,0.007,0,1,1,0.118,0.001,8,7,15,1.765,0.018,850,0,1,1
2008,HIGHLAND CREEK ELEM,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,1,0,1,0.097,0.001,22,17,39,3.772,0.038,24,26,50,4.836,0.048,161,166,327,31.625,0.316,301,316,617,59.671,0.597,0,0,0,0,0,0,0,0,0,0,1034,0,0,0
2009,HIGHLAND CREEK ELEM,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,4,1,5,0.431,0.004,35,22,57,4.91,0.049,28,31,59,5.082,0.051,163,212,375,32.3,0.323,312,353,665,57.278,0.573,0,0,0,0,0,0,0,0,0,0,1161,0,0,0
2010,HIGHLAND CREEK ELEM,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,1,1,2,0.164,0.002,32,33,65,5.319,0.053,33,37,70,5.728,0.057,176,219,395,32.324,0.323,313,377,690,56.465,0.565,0,0,0,0,0,0,0,0,0,0,1222,0,0,0
2011,HIGHLAND CREEK ELEMENTARY,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,0,1,1,0.079,0.001,36,34,70,5.564,0.056,27,34,61,4.849,0.048,156,200,356,28.299,0.283,316,371,687,54.61,0.546,0,0,0,0,0,31,52,83,6.598,0.066,1258,0,0,0
2012,HIGHLAND CREEK ELEMENTARY,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,0,1,1,0.081,0.001,43,35,78,6.316,0.063,29,32,61,4.939,0.049,185,216,401,32.47,0.325,313,342,655,53.036,0.53,0,0,0,0,0,18,21,39,3.158,0.032,1235,0,0,0
2013,HIGHLAND CREEK ELEMENTARY,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,0,0,0,0,0,40,43,83,6.843,0.068,35,38,73,6.018,0.06,207,202,409,33.718,0.337,289,318,607,50.041,0.5,0,0,0,0,0,18,23,41,3.38,0.034,1213,0,0,0
2014,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,3,1,4,0.336,0.003,46,42,88,7.389,0.074,44,35,79,6.633,0.066,207,227,434,36.44,0.364,262,289,551,46.264,0.463,0,0,0,0,0,14,21,35,2.939,0.029,1191,0,0,0
2015,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,3,3,6,0.543,0.005,48,56,104,9.412,0.094,45,39,84,7.602,0.076,229,231,460,41.629,0.416,216,211,427,38.643,0.386,0,0,0,0,0,14,10,24,2.172,0.022,1105,0,0,0
2016,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,1,0,1,0.145,0.001,18,17,35,5.072,0.051,27,18,45,6.522,0.065,146,132,278,40.29,0.403,155,156,311,45.072,0.451,0,0,0,0,0,16,4,20,2.899,0.029,690,0,0,0
2017,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,1,0,1,0.158,0.002,14,14,28,4.437,0.044,24,18,42,6.656,0.067,138,117,255,40.412,0.404,139,139,278,44.057,0.441,0,0,0,0,0,17,10,27,4.279,0.043,631,0,0,0
2018,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,1,0,1,0.167,0.002,18,14,32,5.342,0.053,23,23,46,7.679,0.077,126,96,222,37.062,0.371,144,123,267,44.574,0.446,0,2,2,0.334,0.003,15,14,29,4.841,0.048,599,0,0,0
2019,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,2,0,2,0.336,0.003,18,16,34,5.705,0.057,30,21,51,8.557,0.086,138,88,226,37.919,0.379,140,112,252,42.282,0.423,1,1,2,0.336,0.003,15,14,29,4.866,0.049,596,0,0,0
2020,Highland Creek Elementary,HIGHLAND CREEK ELEMENTARY,Elementary,Northeast,-80.763779,35.378177,1,0,1,0.177,0.002,15,16,31,5.496,0.055,27,23,50,8.865,0.089,121,91,212,37.589,0.376,135,102,237,42.021,0.42,0,0,0,0,0,21,12,33,5.851,0.059,564,0,0,0
2008,HIGHLAND MILL MONTES,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,3,3,1.357,0.014,3,3,6,2.715,0.027,2,4,6,2.715,0.027,91,83,174,78.733,0.787,19,13,32,14.48,0.145,0,0,0,0,0,0,0,0,0,0,221,1,0,1
2009,HIGHLAND MILL MONTES,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,1,1,0.457,0.005,3,3,6,2.74,0.027,7,4,11,5.023,0.05,84,86,170,77.626,0.776,16,15,31,14.155,0.142,0,0,0,0,0,0,0,0,0,0,219,1,0,1
2010,HIGHLAND MILL MONTES,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,1,1,0.435,0.004,2,2,4,1.739,0.017,10,7,17,7.391,0.074,76,89,165,71.739,0.717,24,19,43,18.696,0.187,0,0,0,0,0,0,0,0,0,0,230,0,0,0
2011,HIGHLAND MILL MONTESSORI,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,1,1,0.431,0.004,1,0,1,0.431,0.004,9,6,15,6.466,0.065,76,82,158,68.103,0.681,24,20,44,18.966,0.19,0,0,0,0,0,8,5,13,5.603,0.056,232,0,0,0
2012,HIGHLAND MILL MONTESSORI,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,1,1,0.407,0.004,0,0,0,0,0,10,5,15,6.098,0.061,74,83,157,63.821,0.638,35,27,62,25.203,0.252,0,0,0,0,0,8,3,11,4.472,0.045,246,0,0,0
2013,HIGHLAND MILL MONTESSORI,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,0,1,1,0.426,0.004,9,9,18,7.66,0.077,70,75,145,61.702,0.617,38,24,62,26.383,0.264,0,0,0,0,0,6,3,9,3.83,0.038,235,0,0,0
2014,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,1,0,1,0.422,0.004,14,8,22,9.283,0.093,60,77,137,57.806,0.578,40,29,69,29.114,0.291,0,0,0,0,0,6,2,8,3.376,0.034,237,0,0,0
2015,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,2,1,3,1.277,0.013,16,9,25,10.638,0.106,55,76,131,55.745,0.557,39,29,68,28.936,0.289,0,0,0,0,0,6,2,8,3.404,0.034,235,0,0,0
2016,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,0,1,1,0.439,0.004,9,12,21,9.211,0.092,60,69,129,56.579,0.566,39,31,70,30.702,0.307,0,0,0,0,0,4,3,7,3.07,0.031,228,0,0,0
2017,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,0,2,2,0.866,0.009,12,11,23,9.957,0.1,56,69,125,54.113,0.541,37,34,71,30.736,0.307,1,0,1,0.433,0.004,4,5,9,3.896,0.039,231,0,0,0
2018,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,2,3,5,2.083,0.021,14,14,28,11.667,0.117,46,70,116,48.333,0.483,43,37,80,33.333,0.333,0,0,0,0,0,5,6,11,4.583,0.046,240,0,0,0
2019,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,4,3,7,2.789,0.028,13,13,26,10.359,0.104,52,69,121,48.207,0.482,52,35,87,34.661,0.347,0,0,0,0,0,4,6,10,3.984,0.04,251,0,0,0
2020,Highland Mill Montessori,HIGHLAND MILL MONTESSORI,Elementary,Northeast,-80.804201,35.243248,0,0,0,0,0,4,4,8,3.361,0.034,14,13,27,11.345,0.113,39,64,103,43.277,0.433,53,37,90,37.815,0.378,0,0,0,0,0,2,8,10,4.202,0.042,238,0,0,0
2008,HIGHLAND RENAIS ACAD,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,1,5,6,1.01,0.01,5,0,5,0.842,0.008,70,92,162,27.273,0.273,179,208,387,65.152,0.652,20,14,34,5.724,0.057,0,0,0,0,0,0,0,0,0,0,594,0,1,1
2009,HIGHLAND RENAIS ACAD,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,2,5,7,1.252,0.013,6,2,8,1.431,0.014,82,89,171,30.59,0.306,155,193,348,62.254,0.623,13,12,25,4.472,0.045,0,0,0,0,0,0,0,0,0,0,559,0,1,1
2010,HIGHLAND RENAIS ACAD,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,1,1,2,0.419,0.004,7,3,10,2.096,0.021,83,66,149,31.237,0.312,152,153,305,63.941,0.639,5,6,11,2.306,0.023,0,0,0,0,0,0,0,0,0,0,477,0,1,1
2011,HIGHLAND RENAISSANCE ACADEMY,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,2,2,4,0.866,0.009,4,2,6,1.299,0.013,79,71,150,32.468,0.325,133,130,263,56.926,0.569,9,10,19,4.113,0.041,0,0,0,0,0,9,11,20,4.329,0.043,462,0,1,1
2012,HIGHLAND RENAISSANCE ACADEMY,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,1,1,2,0.461,0.005,9,1,10,2.304,0.023,84,66,150,34.562,0.346,117,127,244,56.221,0.562,11,14,25,5.76,0.058,0,0,0,0,0,2,1,3,0.691,0.007,434,0,1,1
2013,HIGHLAND RENAISSANCE ACADEMY,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,5,2,7,1.509,0.015,6,3,9,1.94,0.019,83,79,162,34.914,0.349,132,132,264,56.897,0.569,8,13,21,4.526,0.045,0,0,0,0,0,1,0,1,0.216,0.002,464,0,1,1
2014,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,6,1,7,1.394,0.014,3,5,8,1.594,0.016,89,84,173,34.462,0.345,144,145,289,57.57,0.576,8,7,15,2.988,0.03,3,3,6,1.195,0.012,3,1,4,0.797,0.008,502,0,1,1
2015,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,4,1,5,0.996,0.01,4,5,9,1.793,0.018,85,91,176,35.06,0.351,144,141,285,56.773,0.568,12,7,19,3.785,0.038,3,1,4,0.797,0.008,3,1,4,0.797,0.008,502,0,1,1
2016,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,4,0,4,0.802,0.008,2,3,5,1.002,0.01,88,99,187,37.475,0.375,132,151,283,56.713,0.567,8,5,13,2.605,0.026,2,1,3,0.601,0.006,2,2,4,0.802,0.008,499,0,1,1
2017,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,3,1,4,0.8,0.008,7,2,9,1.8,0.018,92,103,195,39,0.39,127,140,267,53.4,0.534,13,5,18,3.6,0.036,2,1,3,0.6,0.006,2,2,4,0.8,0.008,500,0,1,1
2018,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,3,1,4,0.93,0.009,4,4,8,1.86,0.019,81,83,164,38.14,0.381,109,121,230,53.488,0.535,9,5,14,3.256,0.033,1,1,2,0.465,0.005,5,3,8,1.86,0.019,430,0,1,1
2019,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,2,1,3,0.761,0.008,2,0,2,0.508,0.005,74,65,139,35.279,0.353,118,118,236,59.898,0.599,5,6,11,2.792,0.028,1,1,2,0.508,0.005,1,0,1,0.254,0.003,394,0,1,1
2020,Highland Renaissance Academy,HIGHLAND RENAISSANCE ACADEMY,Elementary,Center City 1,-80.803042,35.255812,2,1,3,0.824,0.008,3,1,4,1.099,0.011,75,67,142,39.011,0.39,101,95,196,53.846,0.538,8,4,12,3.297,0.033,0,0,0,0,0,2,5,7,1.923,0.019,364,0,1,1
2008,HOPEWELL HIGH,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,11,11,22,0.814,0.008,37,31,68,2.515,0.025,88,89,177,6.546,0.065,546,534,1080,39.941,0.399,697,660,1357,50.185,0.502,0,0,0,0,0,0,0,0,0,0,2704,0,0,0
2009,HOPEWELL HIGH,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,11,6,17,0.636,0.006,37,29,66,2.471,0.025,101,93,194,7.263,0.073,539,592,1131,42.344,0.423,665,598,1263,47.286,0.473,0,0,0,0,0,0,0,0,0,0,2671,0,0,0
2010,HOPEWELL HIGH,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,15,6,21,0.834,0.008,27,30,57,2.263,0.023,95,94,189,7.503,0.075,547,548,1095,43.47,0.435,592,565,1157,45.931,0.459,0,0,0,0,0,0,0,0,0,0,2519,0,0,0
2011,HOPEWELL HIGH,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,13,5,18,0.983,0.01,24,19,43,2.347,0.023,85,78,163,8.897,0.089,421,412,833,45.469,0.455,348,368,716,39.083,0.391,0,0,0,0,0,26,33,59,3.221,0.032,1832,0,0,0
2012,HOPEWELL HIGH,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,12,4,16,0.931,0.009,25,18,43,2.503,0.025,102,75,177,10.303,0.103,430,408,838,48.778,0.488,326,274,600,34.924,0.349,0,0,0,0,0,18,26,44,2.561,0.026,1718,0,0,0
2013,HOPEWELL HIGH,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,9,5,14,0.812,0.008,24,19,43,2.493,0.025,107,86,193,11.188,0.112,423,390,813,47.13,0.471,323,292,615,35.652,0.357,0,0,0,0,0,20,27,47,2.725,0.027,1725,0,0,0
2014,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,6,7,13,0.782,0.008,16,22,38,2.285,0.023,106,90,196,11.786,0.118,400,397,797,47.925,0.479,301,277,578,34.756,0.348,0,0,0,0,0,20,21,41,2.465,0.025,1663,0,0,0
2015,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,6,3,9,0.544,0.005,21,14,35,2.117,0.021,106,90,196,11.857,0.119,420,395,815,49.304,0.493,295,262,557,33.696,0.337,0,0,0,0,0,21,20,41,2.48,0.025,1653,0,0,0
2016,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,6,5,11,0.66,0.007,17,13,30,1.801,0.018,113,108,221,13.265,0.133,430,406,836,50.18,0.502,262,257,519,31.152,0.312,1,0,1,0.06,0.001,26,22,48,2.881,0.029,1666,0,0,0
2017,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,4,8,12,0.722,0.007,21,18,39,2.347,0.023,121,115,236,14.2,0.142,446,408,854,51.384,0.514,232,233,465,27.978,0.28,0,0,0,0,0,28,28,56,3.369,0.034,1662,0,0,0
2018,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,5,7,12,0.734,0.007,24,16,40,2.446,0.024,146,131,277,16.942,0.169,425,357,782,47.829,0.478,226,241,467,28.563,0.286,1,1,2,0.122,0.001,26,29,55,3.364,0.034,1635,0,0,0
2019,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,4,6,10,0.584,0.006,24,22,46,2.685,0.027,153,145,298,17.396,0.174,399,366,765,44.658,0.447,259,266,525,30.648,0.306,0,0,0,0,0,31,38,69,4.028,0.04,1713,0,0,0
2020,Hopewell High,HOPEWELL HIGH,High,Northwest,-80.911043,35.378307,4,3,7,0.385,0.004,34,24,58,3.189,0.032,152,147,299,16.438,0.164,461,391,852,46.839,0.468,271,248,519,28.532,0.285,0,0,0,0,0,37,47,84,4.618,0.046,1819,0,0,0
2008,HORNETS NEST ELEM,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,9,1,10,1.05,0.011,14,11,25,2.626,0.026,126,100,226,23.739,0.237,331,297,628,65.966,0.66,32,31,63,6.618,0.066,0,0,0,0,0,0,0,0,0,0,952,0,1,1
2009,HORNETS NEST ELEM,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,5,1,6,0.622,0.006,12,9,21,2.178,0.022,134,118,252,26.141,0.261,323,309,632,65.56,0.656,24,29,53,5.498,0.055,0,0,0,0,0,0,0,0,0,0,964,0,1,1
2010,HORNETS NEST ELEM,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,3,0,3,0.346,0.003,7,5,12,1.384,0.014,126,96,222,25.606,0.256,285,293,578,66.667,0.667,24,28,52,5.998,0.06,0,0,0,0,0,0,0,0,0,0,867,0,1,1
2011,HORNETS NEST ELEMENTARY,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,2,0,2,0.235,0.002,8,10,18,2.113,0.021,137,108,245,28.756,0.288,251,248,499,58.568,0.586,26,28,54,6.338,0.063,0,0,0,0,0,18,16,34,3.991,0.04,852,0,1,1
2012,HORNETS NEST ELEMENTARY,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,1,1,2,0.347,0.003,6,9,15,2.604,0.026,75,50,125,21.701,0.217,198,191,389,67.535,0.675,17,11,28,4.861,0.049,0,0,0,0,0,8,9,17,2.951,0.03,576,0,1,1
2013,HORNETS NEST ELEMENTARY,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,1,2,3,0.505,0.005,7,13,20,3.367,0.034,77,58,135,22.727,0.227,193,185,378,63.636,0.636,21,15,36,6.061,0.061,0,0,0,0,0,11,11,22,3.704,0.037,594,0,1,1
2014,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,1,3,4,0.687,0.007,11,16,27,4.639,0.046,75,53,128,21.993,0.22,212,167,379,65.12,0.651,14,11,25,4.296,0.043,1,0,1,0.172,0.002,11,7,18,3.093,0.031,582,0,1,1
2015,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,0,1,1,0.17,0.002,16,17,33,5.622,0.056,75,48,123,20.954,0.21,201,185,386,65.758,0.658,11,10,21,3.578,0.036,1,0,1,0.17,0.002,11,11,22,3.748,0.037,587,0,1,1
2016,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,0,2,2,0.312,0.003,18,18,36,5.607,0.056,89,60,149,23.209,0.232,212,205,417,64.953,0.65,9,10,19,2.96,0.03,1,0,1,0.156,0.002,10,8,18,2.804,0.028,642,0,1,1
2017,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,0,2,2,0.316,0.003,17,20,37,5.845,0.058,81,73,154,24.329,0.243,195,206,401,63.349,0.633,4,11,15,2.37,0.024,1,0,1,0.158,0.002,12,11,23,3.633,0.036,633,0,1,1
2018,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,0,2,2,0.32,0.003,21,23,44,7.04,0.07,89,66,155,24.8,0.248,196,182,378,60.48,0.605,10,10,20,3.2,0.032,1,0,1,0.16,0.002,15,10,25,4,0.04,625,0,1,1
2019,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,0,3,3,0.482,0.005,19,21,40,6.421,0.064,81,63,144,23.114,0.231,200,188,388,62.279,0.623,14,10,24,3.852,0.039,0,0,0,0,0,13,11,24,3.852,0.039,623,0,1,1
2020,Hornets Nest Elementary,HORNETS NEST ELEMENTARY,Elementary,Northwest,-80.865356,35.32462,0,3,3,0.516,0.005,18,20,38,6.54,0.065,70,71,141,24.269,0.243,181,182,363,62.478,0.625,7,9,16,2.754,0.028,0,0,0,0,0,11,9,20,3.442,0.034,581,0,1,1
2008,HUNTERSVILLE ELEM,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,0,2,2,0.246,0.002,4,6,10,1.232,0.012,41,36,77,9.483,0.095,45,62,107,13.177,0.132,302,314,616,75.862,0.759,0,0,0,0,0,0,0,0,0,0,812,1,0,1
2009,HUNTERSVILLE ELEM,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,4,5,0.641,0.006,4,6,10,1.282,0.013,36,39,75,9.615,0.096,45,49,94,12.051,0.121,298,298,596,76.41,0.764,0,0,0,0,0,0,0,0,0,0,780,1,0,1
2010,HUNTERSVILLE ELEM,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,0,2,2,0.25,0.003,6,4,10,1.252,0.013,27,33,60,7.509,0.075,52,59,111,13.892,0.139,310,306,616,77.096,0.771,0,0,0,0,0,0,0,0,0,0,799,1,0,1
2011,HUNTERSVILLE ELEMENTARY,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,4,5,0.645,0.006,7,5,12,1.548,0.015,39,41,80,10.323,0.103,42,43,85,10.968,0.11,279,278,557,71.871,0.719,0,0,0,0,0,17,19,36,4.645,0.046,775,0,0,0
2012,HUNTERSVILLE ELEMENTARY,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,4,5,0.635,0.006,7,8,15,1.906,0.019,47,54,101,12.834,0.128,39,42,81,10.292,0.103,275,295,570,72.427,0.724,0,0,0,0,0,6,9,15,1.906,0.019,787,0,0,0
2013,HUNTERSVILLE ELEMENTARY,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,3,3,6,0.752,0.008,12,10,22,2.757,0.028,49,55,104,13.033,0.13,36,44,80,10.025,0.1,273,295,568,71.178,0.712,0,0,0,0,0,9,9,18,2.256,0.023,798,0,0,0
2014,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,3,4,7,0.897,0.009,11,9,20,2.564,0.026,60,56,116,14.872,0.149,49,40,89,11.41,0.114,265,265,530,67.949,0.679,0,0,0,0,0,8,10,18,2.308,0.023,780,0,0,0
2015,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,2,3,5,0.686,0.007,12,15,27,3.704,0.037,69,58,127,17.421,0.174,51,37,88,12.071,0.121,228,241,469,64.335,0.643,0,0,0,0,0,6,7,13,1.783,0.018,729,0,0,0
2016,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,2,1,3,0.4,0.004,9,13,22,2.933,0.029,73,68,141,18.8,0.188,47,32,79,10.533,0.105,247,241,488,65.067,0.651,0,0,0,0,0,3,14,17,2.267,0.023,750,0,0,0
2017,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,0,1,0.123,0.001,14,18,32,3.926,0.039,75,73,148,18.16,0.182,45,32,77,9.448,0.094,266,275,541,66.38,0.664,0,0,0,0,0,3,13,16,1.963,0.02,815,0,1,1
2018,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,0,1,0.123,0.001,8,13,21,2.593,0.026,70,86,156,19.259,0.193,56,30,86,10.617,0.106,251,272,523,64.568,0.646,0,0,0,0,0,11,12,23,2.84,0.028,810,0,0,0
2019,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,1,2,0.252,0.003,8,13,21,2.645,0.026,73,79,152,19.144,0.191,61,34,95,11.965,0.12,221,273,494,62.217,0.622,0,1,1,0.126,0.001,17,12,29,3.652,0.037,794,0,0,0
2020,Huntersville Elementary,HUNTERSVILLE ELEMENTARY,Elementary,Northwest,-80.846498,35.412165,1,0,1,0.122,0.001,9,13,22,2.689,0.027,69,82,151,18.46,0.185,51,38,89,10.88,0.109,242,272,514,62.836,0.628,0,1,1,0.122,0.001,23,17,40,4.89,0.049,818,0,0,0
2008,HUNTINGTOWNE ELEM,HUNTINGTOWNE FARMS ELEMENTARY,Elementary,Southwest,-80.86007,35.13279,0,1,1,0.192,0.002,9,9,18,3.448,0.034,127,103,230,44.061,0.441,103,88,191,36.59,0.366,44,38,82,15.709,0.157,0,0,0,0,0,0,0,0,0,0,522,0,0,0
2009,HUNTINGTOWNE ELEM,HUNTINGTOWNE FARMS ELEMENTARY,Elementary,Southwest,-80.86007,35.13279,0,1,1,0.164,0.002,9,11,20,3.284,0.033,142,116,258,42.365,0.424,129,114,243,39.901,0.399,44,43,87,14.286,0.143,0,0,0,0,0,0,0,0,0,0,609,0,0,0
2010,HUNTINGTOWNE ELEM,HUNTINGTOWNE FARMS ELEMENTARY,Elementary,Southwest,-80.86007,35.13279,0,1,1,0.137,0.001,11,15,26,3.571,0.036,167,136,303,41.621,0.416,154,149,303,41.621,0.416,55,40,95,13.049,0.13,0,0,0,0,0,0,0,0,0,0,728,0,0,0
2011,HUNTINGTOWNE FARMS ELEMENTARY,HUNTINGTOWNE FARMS ELEMENTARY,Elementary,Southwest,-80.86007,35.13279,0,0,0,0,0,12,14,26,3.14,0.031,188,172,360,43.478,0.435,165,147,312,37.681,0.377,51,40,91,10.99,0.11,0,0,0,0,0,20,19,39,4.71,0.047,828,0,0,0
2012,HUNTINGTOWNE FARMS ELEMENTARY,HUNTINGTOWNE FARMS ELEMENTARY,Elementary,Southwest,-80.86007,35.13279,1,1,2,0.232,0.002,18,8,26,3.016,0.03,195,217,412,47.796,0.478,169,160,329,38.167,0.382,43,32,75,8.701,0.087,0,0,0,0,0,7,11,18,2.088,0.021,862,0,1,1
2013,HUNTINGTOWNE FARMS ELEMENTARY,HUNTINGTOWNE FARMS ELEMENTARY,Elementary,Southwest,-80.86007,35.13279,3,3,6,0.655,0.007,16,7,23,2.511,0.025,225,245,470,51.31,0.513,157,162,319,34.825,0.348,47,33,80,8.734,0.087,0,0,0,0,0,7,11,18,1.965,0.02,916,0,1,1
